E:\car\IMG\center_2019_07_17_12_53_33_461.jpg,E:\car\IMG\left_2019_07_17_12_53_33_461.jpg,E:\car\IMG\right_2019_07_17_12_53_33_461.jpg,0,0,0,2.790452E-06
E:\car\IMG\center_2019_07_17_12_53_33_586.jpg,E:\car\IMG\left_2019_07_17_12_53_33_586.jpg,E:\car\IMG\right_2019_07_17_12_53_33_586.jpg,0,0,0,5.196667E-07
E:\car\IMG\center_2019_07_17_12_53_33_654.jpg,E:\car\IMG\left_2019_07_17_12_53_33_654.jpg,E:\car\IMG\right_2019_07_17_12_53_33_654.jpg,0,0,0,1.690702E-05
E:\car\IMG\center_2019_07_17_12_53_33_773.jpg,E:\car\IMG\left_2019_07_17_12_53_33_773.jpg,E:\car\IMG\right_2019_07_17_12_53_33_773.jpg,0,0,0,6.457884E-06
E:\car\IMG\center_2019_07_17_12_53_33_852.jpg,E:\car\IMG\left_2019_07_17_12_53_33_852.jpg,E:\car\IMG\right_2019_07_17_12_53_33_852.jpg,0,0,0,1.811432E-06
E:\car\IMG\center_2019_07_17_12_53_33_978.jpg,E:\car\IMG\left_2019_07_17_12_53_33_978.jpg,E:\car\IMG\right_2019_07_17_12_53_33_978.jpg,0,0,0,2.276376E-06
E:\car\IMG\center_2019_07_17_12_53_34_045.jpg,E:\car\IMG\left_2019_07_17_12_53_34_045.jpg,E:\car\IMG\right_2019_07_17_12_53_34_045.jpg,0,0,0,6.985165E-06
E:\car\IMG\center_2019_07_17_12_53_34_113.jpg,E:\car\IMG\left_2019_07_17_12_53_34_113.jpg,E:\car\IMG\right_2019_07_17_12_53_34_113.jpg,0,0,0,1.177637E-05
E:\car\IMG\center_2019_07_17_12_53_34_241.jpg,E:\car\IMG\left_2019_07_17_12_53_34_241.jpg,E:\car\IMG\right_2019_07_17_12_53_34_241.jpg,0,0,0,2.148611E-06
E:\car\IMG\center_2019_07_17_12_53_34_374.jpg,E:\car\IMG\left_2019_07_17_12_53_34_374.jpg,E:\car\IMG\right_2019_07_17_12_53_34_374.jpg,0,0,0,1.467019E-05
E:\car\IMG\center_2019_07_17_12_53_34_534.jpg,E:\car\IMG\left_2019_07_17_12_53_34_534.jpg,E:\car\IMG\right_2019_07_17_12_53_34_534.jpg,0,0.4764105,0,0.6583677
E:\car\IMG\center_2019_07_17_12_53_34_653.jpg,E:\car\IMG\left_2019_07_17_12_53_34_653.jpg,E:\car\IMG\right_2019_07_17_12_53_34_653.jpg,-0.2,0.7894982,0,1.499797
E:\car\IMG\center_2019_07_17_12_53_34_766.jpg,E:\car\IMG\left_2019_07_17_12_53_34_766.jpg,E:\car\IMG\right_2019_07_17_12_53_34_766.jpg,-0.5000001,1,0,2.867647
E:\car\IMG\center_2019_07_17_12_53_34_900.jpg,E:\car\IMG\left_2019_07_17_12_53_34_900.jpg,E:\car\IMG\right_2019_07_17_12_53_34_900.jpg,0,1,0,4.453324
E:\car\IMG\center_2019_07_17_12_53_35_030.jpg,E:\car\IMG\left_2019_07_17_12_53_35_030.jpg,E:\car\IMG\right_2019_07_17_12_53_35_030.jpg,0,1,0,6.075579
E:\car\IMG\center_2019_07_17_12_53_35_098.jpg,E:\car\IMG\left_2019_07_17_12_53_35_098.jpg,E:\car\IMG\right_2019_07_17_12_53_35_098.jpg,0,1,0,6.7643
E:\car\IMG\center_2019_07_17_12_53_35_215.jpg,E:\car\IMG\left_2019_07_17_12_53_35_215.jpg,E:\car\IMG\right_2019_07_17_12_53_35_215.jpg,0,1,0,8.129706
E:\car\IMG\center_2019_07_17_12_53_35_283.jpg,E:\car\IMG\left_2019_07_17_12_53_35_283.jpg,E:\car\IMG\right_2019_07_17_12_53_35_283.jpg,-0.15,1,0,8.801096
E:\car\IMG\center_2019_07_17_12_53_35_350.jpg,E:\car\IMG\left_2019_07_17_12_53_35_350.jpg,E:\car\IMG\right_2019_07_17_12_53_35_350.jpg,-0.35,1,0,9.667188
E:\car\IMG\center_2019_07_17_12_53_35_427.jpg,E:\car\IMG\left_2019_07_17_12_53_35_427.jpg,E:\car\IMG\right_2019_07_17_12_53_35_427.jpg,-0.5000001,1,0,10.293
E:\car\IMG\center_2019_07_17_12_53_35_494.jpg,E:\car\IMG\left_2019_07_17_12_53_35_494.jpg,E:\car\IMG\right_2019_07_17_12_53_35_494.jpg,0,1,0,11.14648
E:\car\IMG\center_2019_07_17_12_53_35_626.jpg,E:\car\IMG\left_2019_07_17_12_53_35_626.jpg,E:\car\IMG\right_2019_07_17_12_53_35_626.jpg,0,0.6269622,0,12.02427
E:\car\IMG\center_2019_07_17_12_53_35_757.jpg,E:\car\IMG\left_2019_07_17_12_53_35_757.jpg,E:\car\IMG\right_2019_07_17_12_53_35_757.jpg,-0.35,0.2344429,0,12.44957
E:\car\IMG\center_2019_07_17_12_53_35_843.jpg,E:\car\IMG\left_2019_07_17_12_53_35_843.jpg,E:\car\IMG\right_2019_07_17_12_53_35_843.jpg,-0.5000001,0.01515691,0,12.20731
E:\car\IMG\center_2019_07_17_12_53_35_912.jpg,E:\car\IMG\left_2019_07_17_12_53_35_912.jpg,E:\car\IMG\right_2019_07_17_12_53_35_912.jpg,-0.7,0,0,12.02634
E:\car\IMG\center_2019_07_17_12_53_36_035.jpg,E:\car\IMG\left_2019_07_17_12_53_36_035.jpg,E:\car\IMG\right_2019_07_17_12_53_36_035.jpg,0,0,0,11.71715
E:\car\IMG\center_2019_07_17_12_53_36_100.jpg,E:\car\IMG\left_2019_07_17_12_53_36_100.jpg,E:\car\IMG\right_2019_07_17_12_53_36_100.jpg,0,0,0,11.8462
E:\car\IMG\center_2019_07_17_12_53_36_174.jpg,E:\car\IMG\left_2019_07_17_12_53_36_174.jpg,E:\car\IMG\right_2019_07_17_12_53_36_174.jpg,-0.2,0,0,11.55959
E:\car\IMG\center_2019_07_17_12_53_36_312.jpg,E:\car\IMG\left_2019_07_17_12_53_36_312.jpg,E:\car\IMG\right_2019_07_17_12_53_36_312.jpg,-0.5000001,0,0,11.35687
E:\car\IMG\center_2019_07_17_12_53_36_415.jpg,E:\car\IMG\left_2019_07_17_12_53_36_415.jpg,E:\car\IMG\right_2019_07_17_12_53_36_415.jpg,-0.8500001,0,0,11.10968
E:\car\IMG\center_2019_07_17_12_53_36_491.jpg,E:\car\IMG\left_2019_07_17_12_53_36_491.jpg,E:\car\IMG\right_2019_07_17_12_53_36_491.jpg,0,0,0,10.91173
E:\car\IMG\center_2019_07_17_12_53_36_615.jpg,E:\car\IMG\left_2019_07_17_12_53_36_615.jpg,E:\car\IMG\right_2019_07_17_12_53_36_615.jpg,0,0,0,10.7633
E:\car\IMG\center_2019_07_17_12_53_36_682.jpg,E:\car\IMG\left_2019_07_17_12_53_36_682.jpg,E:\car\IMG\right_2019_07_17_12_53_36_682.jpg,0,0,0,10.6978
E:\car\IMG\center_2019_07_17_12_53_36_756.jpg,E:\car\IMG\left_2019_07_17_12_53_36_756.jpg,E:\car\IMG\right_2019_07_17_12_53_36_756.jpg,0,0,0,10.61168
E:\car\IMG\center_2019_07_17_12_53_36_889.jpg,E:\car\IMG\left_2019_07_17_12_53_36_889.jpg,E:\car\IMG\right_2019_07_17_12_53_36_889.jpg,0,0,0,10.48399
E:\car\IMG\center_2019_07_17_12_53_37_012.jpg,E:\car\IMG\left_2019_07_17_12_53_37_012.jpg,E:\car\IMG\right_2019_07_17_12_53_37_012.jpg,0,0,0,10.33698
E:\car\IMG\center_2019_07_17_12_53_37_087.jpg,E:\car\IMG\left_2019_07_17_12_53_37_087.jpg,E:\car\IMG\right_2019_07_17_12_53_37_087.jpg,0,0,0,10.27461
E:\car\IMG\center_2019_07_17_12_53_37_212.jpg,E:\car\IMG\left_2019_07_17_12_53_37_212.jpg,E:\car\IMG\right_2019_07_17_12_53_37_212.jpg,0,0,0,10.13054
E:\car\IMG\center_2019_07_17_12_53_37_284.jpg,E:\car\IMG\left_2019_07_17_12_53_37_284.jpg,E:\car\IMG\right_2019_07_17_12_53_37_284.jpg,0,0,0,10.06942
E:\car\IMG\center_2019_07_17_12_53_37_407.jpg,E:\car\IMG\left_2019_07_17_12_53_37_407.jpg,E:\car\IMG\right_2019_07_17_12_53_37_407.jpg,-0.3,0,0,9.920507
E:\car\IMG\center_2019_07_17_12_53_37_481.jpg,E:\car\IMG\left_2019_07_17_12_53_37_481.jpg,E:\car\IMG\right_2019_07_17_12_53_37_481.jpg,-0.5000001,0,0,9.787459
E:\car\IMG\center_2019_07_17_12_53_37_613.jpg,E:\car\IMG\left_2019_07_17_12_53_37_613.jpg,E:\car\IMG\right_2019_07_17_12_53_37_613.jpg,-0.8500001,0,0,9.500007
E:\car\IMG\center_2019_07_17_12_53_37_743.jpg,E:\car\IMG\left_2019_07_17_12_53_37_743.jpg,E:\car\IMG\right_2019_07_17_12_53_37_743.jpg,-1,0,0,9.241741
E:\car\IMG\center_2019_07_17_12_53_37_864.jpg,E:\car\IMG\left_2019_07_17_12_53_37_864.jpg,E:\car\IMG\right_2019_07_17_12_53_37_864.jpg,0,0.1909229,0,9.058645
E:\car\IMG\center_2019_07_17_12_53_37_994.jpg,E:\car\IMG\left_2019_07_17_12_53_37_994.jpg,E:\car\IMG\right_2019_07_17_12_53_37_994.jpg,0,0.5806757,0,9.688123
E:\car\IMG\center_2019_07_17_12_53_38_125.jpg,E:\car\IMG\left_2019_07_17_12_53_38_125.jpg,E:\car\IMG\right_2019_07_17_12_53_38_125.jpg,0,0.5736238,0,10.54882
E:\car\IMG\center_2019_07_17_12_53_38_201.jpg,E:\car\IMG\left_2019_07_17_12_53_38_201.jpg,E:\car\IMG\right_2019_07_17_12_53_38_201.jpg,0,0.3541569,0,10.82611
E:\car\IMG\center_2019_07_17_12_53_38_321.jpg,E:\car\IMG\left_2019_07_17_12_53_38_321.jpg,E:\car\IMG\right_2019_07_17_12_53_38_321.jpg,0,0,0,10.84065
E:\car\IMG\center_2019_07_17_12_53_38_396.jpg,E:\car\IMG\left_2019_07_17_12_53_38_396.jpg,E:\car\IMG\right_2019_07_17_12_53_38_396.jpg,0,0,0,10.75352
E:\car\IMG\center_2019_07_17_12_53_38_517.jpg,E:\car\IMG\left_2019_07_17_12_53_38_517.jpg,E:\car\IMG\right_2019_07_17_12_53_38_517.jpg,0,0,0,10.62415
E:\car\IMG\center_2019_07_17_12_53_38_591.jpg,E:\car\IMG\left_2019_07_17_12_53_38_591.jpg,E:\car\IMG\right_2019_07_17_12_53_38_591.jpg,0,0,0,10.53876
E:\car\IMG\center_2019_07_17_12_53_38_722.jpg,E:\car\IMG\left_2019_07_17_12_53_38_722.jpg,E:\car\IMG\right_2019_07_17_12_53_38_722.jpg,0,0.3935962,0,10.80803
E:\car\IMG\center_2019_07_17_12_53_38_844.jpg,E:\car\IMG\left_2019_07_17_12_53_38_844.jpg,E:\car\IMG\right_2019_07_17_12_53_38_844.jpg,0,0.7657551,0,11.47383
E:\car\IMG\center_2019_07_17_12_53_39_001.jpg,E:\car\IMG\left_2019_07_17_12_53_39_001.jpg,E:\car\IMG\right_2019_07_17_12_53_39_001.jpg,0,0.717936,0,13.01991
E:\car\IMG\center_2019_07_17_12_53_39_113.jpg,E:\car\IMG\left_2019_07_17_12_53_39_113.jpg,E:\car\IMG\right_2019_07_17_12_53_39_113.jpg,0,0.354005,0,13.20501
